tran_code,tran_cat_code,tran_terms_bal,Tran_Desc,Tran_Group,Rank
228,3687,8,LOL CC,Convenience Check Amount,4
228,3666,20,LOL CC,Convenience Check Amount,4
228,3685,8,LOL CC,Convenience Check Amount,4
300,3630,20,LOL BT,Balance Transfer Amount,2
218,3698,12,Promo BT,Balance Transfer Amount,2
160,3001,1,Purchase,Purchases,1
218,3700,12,Promo BT,Balance Transfer Amount,2
300,3551,14,Promo BT,Balance Transfer Amount,2
296,3469,20,LOL BT,Balance Transfer Amount,2
218,3565,18,Promo BT,Balance Transfer Amount,2
228,3560,14,Convenience Check,Convenience Check Amount,4
228,3578,18,Promo CC,Convenience Check Amount,4
300,3579,18,Promo BT,Balance Transfer Amount,2
105,1026,2,Cash Advance,Cash Advance Amount,3
239,1026,2,Cash Advance,Cash Advance Amount,3
228,3566,20,LOL CC,Convenience Check Amount,4
1002,1027,15,Cash Advance,Cash Advance Amount,3
300,3555,8,LOL BT,Balance Transfer Amount,2
296,3531,10,Promo BT,Balance Transfer Amount,2
228,3576,20,LOL CC,Convenience Check Amount,4
105,1027,15,Cash Advance,Cash Advance Amount,3
239,1027,15,Cash Advance,Cash Advance Amount,3
218,3588,9,Promo BT,Balance Transfer Amount,2
218,3590,9,Promo BT,Balance Transfer Amount,2
218,3592,8,LOL BT,Balance Transfer Amount,2
218,3596,8,LOL BT,Balance Transfer Amount,2
218,3598,8,LOL BT,Balance Transfer Amount,2
218,3600,9,Promo BT,Balance Transfer Amount,2
104,3591,8,LOL CC,Convenience Check Amount,4
104,3599,9,Promo CC,Convenience Check Amount,4
104,3601,9,Promo CC,Convenience Check Amount,4
160,3220,16,Purchase,Purchases,1
300,3195,8,LOL BT,Balance Transfer Amount,2
300,3228,4,Promo BT,Balance Transfer Amount,2
300,3197,8,LOL BT,Balance Transfer Amount,2
3006,3115,1,Purchase,Purchases,1
101,3115,1,Purchase,Purchases,1
160,2003,5,Purchase,Purchases,1
218,3234,10,Promo BT,Balance Transfer Amount,2
218,3236,10,Promo BT,Balance Transfer Amount,2
218,3238,10,Promo BT,Balance Transfer Amount,2
218,3240,10,Promo BT,Balance Transfer Amount,2
218,3244,3,Balance Transfer,Balance Transfer Amount,2
228,3012,14,Convenience Check,Convenience Check Amount,4
228,3223,4,Promo CC,Convenience Check Amount,4
228,3227,4,Promo CC,Convenience Check Amount,4
300,3176,9,Promo BT,Balance Transfer Amount,2
300,3224,4,Promo BT,Balance Transfer Amount,2
300,3232,4,Promo BT,Balance Transfer Amount,2
3036,2228,1,Purchase,Purchases,1
218,3242,10,Promo BT,Balance Transfer Amount,2
104,3233,10,Promo CC,Convenience Check Amount,4
104,3235,10,Promo CC,Convenience Check Amount,4
104,3237,10,Promo CC,Convenience Check Amount,4
104,3239,10,Promo CC,Convenience Check Amount,4
104,3241,10,Promo CC,Convenience Check Amount,4
104,3243,3,Convenience Check,Convenience Check Amount,4
101,2003,5,Purchase,Purchases,1
228,3241,10,Promo CC,Convenience Check Amount,4
239,1020,15,Cash Advance,Cash Advance Amount,3
300,3234,10,Promo BT,Balance Transfer Amount,2
300,3242,10,Promo BT,Balance Transfer Amount,2
354,2228,1,Purchase,Purchases,1
354,2,2,Purchase,Purchases,1
354,4021,5,Purchase,Purchases,1
1025,2228,1,Purchase,Purchases,1
3031,2003,5,Purchase,Purchases,1
3036,2003,5,Purchase,Purchases,1
104,3246,11,Promo CC,Convenience Check Amount,4
218,3247,11,Promo BT,Balance Transfer Amount,2
104,3248,11,Promo CC,Convenience Check Amount,4
218,3249,11,Promo BT,Balance Transfer Amount,2
104,3250,11,Promo CC,Convenience Check Amount,4
218,3251,11,Promo BT,Balance Transfer Amount,2
104,3252,11,Promo CC,Convenience Check Amount,4
218,3253,11,Promo BT,Balance Transfer Amount,2
300,3253,11,Promo BT,Balance Transfer Amount,2
104,3254,3,Convenience Check,Convenience Check Amount,4
218,3255,3,Balance Transfer,Balance Transfer Amount,2
228,3233,10,Promo CC,Convenience Check Amount,4
300,3238,10,Promo BT,Balance Transfer Amount,2
300,3240,10,Promo BT,Balance Transfer Amount,2
228,3239,10,Promo CC,Convenience Check Amount,4
300,3236,10,Promo BT,Balance Transfer Amount,2
1026,2228,1,Purchase,Purchases,1
104,3245,3,Convenience Check,Convenience Check Amount,4
300,3247,11,Promo BT,Balance Transfer Amount,2
228,3252,11,Promo CC,Convenience Check Amount,4
1002,1021,15,Cash Advance,Cash Advance Amount,3
3031,3220,16,Purchase,Purchases,1
109,2003,5,Purchase,Purchases,1
1002,1024,15,Cash Advance,Cash Advance Amount,3
104,3271,17,Promo CC,Convenience Check Amount,4
104,3263,17,Promo CC,Convenience Check Amount,4
104,3267,17,Promo CC,Convenience Check Amount,4
104,3273,17,Promo CC,Convenience Check Amount,4
104,3256,17,Promo CC,Convenience Check Amount,4
104,3258,17,Promo CC,Convenience Check Amount,4
104,3265,17,Promo CC,Convenience Check Amount,4
105,3269,17,Cash Advance,Cash Advance Amount,3
218,3266,17,Promo BT,Balance Transfer Amount,2
218,3264,17,Promo BT,Balance Transfer Amount,2
218,3268,17,Promo BT,Balance Transfer Amount,2
218,3259,17,Promo BT,Balance Transfer Amount,2
300,3255,3,Balance Transfer,Balance Transfer Amount,2
300,3251,11,Promo BT,Balance Transfer Amount,2
104,3269,17,Promo CC,Convenience Check Amount,4
300,3264,17,Promo BT,Balance Transfer Amount,2
300,3270,17,Promo BT,Balance Transfer Amount,2
300,3309,8,LOL BT,Balance Transfer Amount,2
104,3261,17,Promo CC,Convenience Check Amount,4
104,3275,17,Promo CC,Convenience Check Amount,4
218,3262,17,Promo BT,Balance Transfer Amount,2
218,3276,17,Promo BT,Balance Transfer Amount,2
218,3278,18,Promo BT,Balance Transfer Amount,2
218,3280,18,Promo BT,Balance Transfer Amount,2
218,3282,18,Promo BT,Balance Transfer Amount,2
218,3284,18,Promo BT,Balance Transfer Amount,2
218,3288,8,LOL BT,Balance Transfer Amount,2
300,3274,17,Promo BT,Balance Transfer Amount,2
300,3276,17,Promo BT,Balance Transfer Amount,2
104,3279,18,Promo CC,Convenience Check Amount,4
104,3287,8,LOL CC,Convenience Check Amount,4
104,3285,8,LOL CC,Convenience Check Amount,4
104,3290,12,Promo CC,Convenience Check Amount,4
104,3293,12,Promo CC,Convenience Check Amount,4
300,3259,17,Promo BT,Balance Transfer Amount,2
228,3267,17,Promo CC,Convenience Check Amount,4
300,3266,17,Promo BT,Balance Transfer Amount,2
228,3281,18,Promo CC,Convenience Check Amount,4
227,3263,17,Promo CC,Convenience Check Amount,4
228,3256,17,Promo CC,Convenience Check Amount,4
300,2003,3,Balance Transfer,Balance Transfer Amount,2
300,3268,17,Promo BT,Balance Transfer Amount,2
300,3257,17,Promo BT,Balance Transfer Amount,2
228,3265,17,Promo CC,Convenience Check Amount,4
300,3278,18,Promo BT,Balance Transfer Amount,2
300,3284,18,Promo BT,Balance Transfer Amount,2
300,3288,8,LOL BT,Balance Transfer Amount,2
300,3282,18,Promo BT,Balance Transfer Amount,2
3001,2004,5,Purchase,Purchases,1
219,5,3,Convenience Check,Convenience Check Amount,4
228,3245,3,Convenience Check,Convenience Check Amount,4
3006,2006,5,Purchase,Purchases,1
218,3297,9,Promo BT,Balance Transfer Amount,2
218,3299,9,Promo BT,Balance Transfer Amount,2
218,3307,8,LOL BT,Balance Transfer Amount,2
218,3303,8,LOL BT,Balance Transfer Amount,2
218,3313,9,Promo BT,Balance Transfer Amount,2
101,2004,5,Purchase,Purchases,1
218,3295,9,Promo BT,Balance Transfer Amount,2
104,3308,8,LOL CC,Convenience Check Amount,4
218,3311,9,Promo BT,Balance Transfer Amount,2
218,3315,9,Promo BT,Balance Transfer Amount,2
104,3296,9,Promo CC,Convenience Check Amount,4
104,3298,9,Promo CC,Convenience Check Amount,4
104,3302,8,LOL CC,Convenience Check Amount,4
104,3306,8,LOL CC,Convenience Check Amount,4
104,3312,9,Promo CC,Convenience Check Amount,4
104,3314,9,Promo CC,Convenience Check Amount,4
104,3319,9,Promo CC,Convenience Check Amount,4
228,3285,8,LOL CC,Convenience Check Amount,4
300,3295,9,Promo BT,Balance Transfer Amount,2
354,3,2,Purchase,Purchases,1
354,2226,1,Purchase,Purchases,1
300,3303,8,LOL BT,Balance Transfer Amount,2
228,3294,9,Promo CC,Convenience Check Amount,4
228,3302,8,LOL CC,Convenience Check Amount,4
3001,2014,1,Purchase,Purchases,1
104,3334,8,LOL CC,Convenience Check Amount,4
300,3571,20,LOL BT,Balance Transfer Amount,2
218,3321,19,Promo BT,Balance Transfer Amount,2
218,3327,19,Promo BT,Balance Transfer Amount,2
218,3329,19,Promo BT,Balance Transfer Amount,2
218,3331,19,Promo BT,Balance Transfer Amount,2
218,3333,19,Promo BT,Balance Transfer Amount,2
218,3335,8,LOL BT,Balance Transfer Amount,2
218,3337,8,LOL BT,Balance Transfer Amount,2
218,3339,8,LOL BT,Balance Transfer Amount,2
296,3266,17,Promo BT,Balance Transfer Amount,2
218,3323,19,Promo BT,Balance Transfer Amount,2
218,3325,19,Promo BT,Balance Transfer Amount,2
104,3320,19,Promo CC,Convenience Check Amount,4
104,3326,19,Promo CC,Convenience Check Amount,4
104,3330,19,Promo CC,Convenience Check Amount,4
104,3332,19,Promo CC,Convenience Check Amount,4
3001,2007,5,Purchase,Purchases,1
300,3317,9,Promo BT,Balance Transfer Amount,2
104,3322,19,Promo CC,Convenience Check Amount,4
104,3324,19,Promo CC,Convenience Check Amount,4
104,3328,19,Promo CC,Convenience Check Amount,4
104,3338,8,LOL CC,Convenience Check Amount,4
104,3336,8,LOL CC,Convenience Check Amount,4
3006,2007,5,Purchase,Purchases,1
228,3269,17,Promo CC,Convenience Check Amount,4
9501,1,1,Purchase,Purchases,1
9503,3,2,Cash Advance,Cash Advance Amount,3
160,3115,1,Purchase,Purchases,1
300,3301,9,Promo BT,Balance Transfer Amount,2
9506,1,1,Purchase,Purchases,1
300,3339,8,LOL BT,Balance Transfer Amount,2
9521,3,2,Cash Advance,Cash Advance Amount,3
101,2007,5,Purchase,Purchases,1
228,3322,19,Promo CC,Convenience Check Amount,4
300,3327,19,Promo BT,Balance Transfer Amount,2
101,400,1001,Purchase,Purchases,1
3001,400,1001,Purchase,Purchases,1
106,400,1001,Purchase,Purchases,1
3006,400,1001,Purchase,Purchases,1
101,1,1024,Purchase,Purchases,1
106,1,1024,Purchase,Purchases,1
101,1,1025,Purchase,Purchases,1
106,1,1025,Purchase,Purchases,1
1006,400,1001,Purchase,Purchases,1
1001,550,1001,Purchase,Purchases,1
3008,454,1005,Cash Advance,Cash Advance Amount,3
3005,454,1005,Cash Advance,Cash Advance Amount,3
3001,550,1001,Purchase,Purchases,1
1003,454,1005,Cash Advance,Cash Advance Amount,3
3006,550,1001,Purchase,Purchases,1
102,8345,24,Cash Advance,Cash Advance Amount,3
160,550,1001,Purchase,Purchases,1
101,550,1001,Purchase,Purchases,1
130,2016,5,Purchase,Purchases,1
218,2016,5,Purchase,Purchases,1
104,8338,22,Promo CC,Convenience Check Amount,4
104,8332,21,Promo CC,Convenience Check Amount,4
104,2004,5,Purchase,Purchases,1
104,8370,30,Promo CC,Convenience Check Amount,4
218,8369,30,Promo BT,Balance Transfer Amount,2
219,8501,2,Cash Advance,Cash Advance Amount,3
228,452,1003,Promo CC,Convenience Check Amount,4
296,8333,21,Promo BT,Balance Transfer Amount,2
228,8333,21,Promo BT,Balance Transfer Amount,2
146,8334,21,Promo CC,Convenience Check Amount,4
146,8350,25,Promo CC,Convenience Check Amount,4
303,452,1003,Balance Transfer,Balance Transfer Amount,2
492,400,1001,Purchase,Purchases,1
228,8378,32,Promo CC,Convenience Check Amount,4
299,402,1003,Balance Transfer,Balance Transfer Amount,2
145,8333,21,Promo BT,Balance Transfer Amount,2
228,8338,22,Promo CC,Convenience Check Amount,4
101,3001,1,Purchase,Purchases,1
138,2005,5,Purchase,Purchases,1
218,8359,28,LOL BT,Balance Transfer Amount,2
300,8347,25,LOL BT,Balance Transfer Amount,2
228,8444,9,Promo CC,Convenience Check Amount,4
218,8350,25,Promo CC,Convenience Check Amount,4
104,8349,25,Promo CC,Convenience Check Amount,4
101,3005,3,Purchase,Purchases,1
1001,2017,16,Purchase,Purchases,1
101,2016,5,Purchase,Purchases,1
1001,2016,5,Purchase,Purchases,1
1006,2017,16,Purchase,Purchases,1
160,2016,5,Purchase,Purchases,1
1006,2016,5,Purchase,Purchases,1
160,2017,16,Purchase,Purchases,1
1026,8802,16,Purchase,Purchases,1
104,8341,23,Promo BT,Balance Transfer Amount,2
228,8342,3,Convenience Check,Convenience Check Amount,4
138,8333,21,Promo BT,Balance Transfer Amount,2
300,8335,22,LOL BT,Balance Transfer Amount,2
228,8342,23,Promo CC,Convenience Check Amount,4
300,2005,5,Purchase,Purchases,1
187,1,1,Purchase,Purchases,1
300,8341,23,Promo BT,Balance Transfer Amount,2
102,3030,3,Cash Advance,Cash Advance Amount,3
101,3030,3,Purchase,Purchases,1
104,8374,31,Promo CC,Convenience Check Amount,4
160,400,1001,Purchase,Purchases,1
107,1027,15,Cash Advance,Cash Advance Amount,3
1001,400,1001,Purchase,Purchases,1
101,1,1021,Purchase,Purchases,1
106,1,1021,Purchase,Purchases,1
130,400,1001,Purchase,Purchases,1
3031,400,1001,Purchase,Purchases,1
106,1,1029,Purchase,Purchases,1
101,1,1026,Purchase,Purchases,1
1025,400,1001,Purchase,Purchases,1
106,1,1026,Purchase,Purchases,1
101,1,1029,Purchase,Purchases,1
106,1,1023,Purchase,Purchases,1
239,454,1005,Cash Advance,Cash Advance Amount,3
101,1,1023,Purchase,Purchases,1
101,1,1002,Purchase,Purchases,1
106,1,1002,Purchase,Purchases,1
160,1027,15,Purchase,Purchases,1
160,8334,5,Purchase,Purchases,1
104,8378,32,Promo CC,Convenience Check Amount,4
138,2016,5,Purchase,Purchases,1
104,2016,5,Purchase,Purchases,1
300,8337,22,Promo BT,Balance Transfer Amount,2
218,1,1,Purchase,Purchases,1
300,8334,21,Promo CC,Convenience Check Amount,4
228,703,29,Promo BT,Balance Transfer Amount,2
228,704,29,Promo BT,Balance Transfer Amount,2
